ine;desligados_60_med;desligados_60_enf;desligados_60_aux;desligados_60_acs;desligados_60_dent;desligados_60_aux_bucal;desligados_60_tec_bucal;tipo_equipe_id;medico;medico_20;enfermeiro;tec_aux;acs;cirurgiao;aux_bucal;tec_bucal;tipo esf 1;tipo esf 2;tipo_esb;compet;COMPET;DIST_SANIT;CNES
300691;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;0;1;3;0;0;0;EACS Vac<e2>ncia Enfermeiro(a) 40h e ACS;;ESF Incompleta 40h M<e9>dico(a) mais de 60 dias;2021_01 ;2021_01;52;2269546
300705;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2269546
300721;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;2;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2269554
300748;0;0;1;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;2;0;4;0;0;0;EACS;;ESF Incompleta (40h t<e9>cnico(a)/auxiliar de enfermagem mais de 60 dias);2021_01 ;2021_01;52;2269554
300756;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;52;2269562
300764;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2269562
300799;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vac<e2>ncia Enfermeiro(a) 40h, M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;52;2269538
300802;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vac<e2>ncia ACS;;ESF Incompleta (40h M<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;33;2269627
300810;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;33;2269627
300829;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;33;2269627
300837;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vac<e2>ncia ACS;;ESF Incompleta (40h M<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;33;2269627
300845;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vac<e2>ncia M<e9>dico 20h;;;2021_01 ;2021_01;33;2269627
300853;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;33;2269627
300861;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;33;2269627
300888;0;1;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;0;1;3;0;0;0;EACS Vac<e2>ncia ACS;;ESF Incompleta (40h Enfermeiro(a) mais de 60 dias);2021_01 ;2021_01;33;2269627
300926;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;6;0;0;0;ESF Completa;;;2021_01 ;2021_01;21;2269651
300934;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;6;0;0;0;ESF Completa;;;2021_01 ;2021_01;21;2269651
300950;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;3;0;0;0;ESF Vac<e2>ncia M<e9>dico(a) 20h e ACS;;;2021_01 ;2021_01;33;2269732
300969;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;33;2269732
300977;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;EACS Vac<e2>ncia ACS;;ESF Incompleta (40h M<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;33;2269732
300985;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;2;0;0;0;EACS Vac<e2>ncia ACS;;ESF Incompleta (40h M<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;33;2269759
300993;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;2;0;0;0;ESF Vac<e2>ncia M<e9>dico(a) 20h e ACS;;;2021_01 ;2021_01;33;2269759
301027;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;32;2269805
301035;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;5;0;0;0;ESF Completa;;;2021_01 ;2021_01;32;2269805
301078;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;51;7810172
301086;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;5;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;51;7810172
301094;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;7810172
301108;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;1;4;0;0;0;ESF Vac<e2>ncia M<e9>dico 20h;;;2021_01 ;2021_01;51;7810172
301116;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;7810172
301140;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;31;2269902
301159;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;31;2269902
301167;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;;2021_01 ;2021_01;53;2269929
301183;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;53;2269929
301191;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;;2021_01 ;2021_01;53;2269929
301205;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;4;0;0;0;0;0;0;ESF Vac<e2>ncia ACS, Tec/Aux 40h e Enfermeiro(a);;;2021_01 ;2021_01;40;2708213
301213;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;40;2270013
301221;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;40;2270013
301248;0;0;0;0;0;0;0;22-EMAD T1 - EQUIPE MULTIDISCIPLINAR DE AT. DOMICILIAR TIPO I;1;0;1;3;0;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;32;2296306
301256;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;21;2270072
301264;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;21;2270072
301272;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;3;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;21;2270072
301280;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;ESF Vac<e2>ncia M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;21;2270072
301299;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;3;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;21;2270072
301302;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;3;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;21;2270072
301418;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;10;2270250
301426;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;2;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;10;2270250
301434;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;10;9057706
301442;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270277
301450;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;3;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270277
301469;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vac<e2>ncia Enfermeiro(a) 40h, M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;52;2269554
301477;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270285
301485;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270285
301493;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;1;0;0;0;0;0;0;ESF Vac<e2>ncia ACS, Tec/Aux 40h e Enfermeiro(a);;;2021_01 ;2021_01;52;2270293
301507;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;52;2270293
301515;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;52;2270293
301531;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270293
301558;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270307
301566;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270307
301574;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vac<e2>ncia M<e9>dico 40h;;;2021_01 ;2021_01;52;2270315
301582;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;2;4;0;0;0;ESF Vac<e2>ncia M<e9>dico 20h;;;2021_01 ;2021_01;52;2270315
301590;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;0;1;4;0;0;0;ESF Vac<e2>ncia Enfermeiro 40h;;;2021_01 ;2021_01;52;2270315
301604;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270315
301612;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;3;0;0;0;ESF Vac<e2>ncia M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;52;3567540
301620;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;52;9715444
301639;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270323
301647;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270323
301655;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;52;3567540
301671;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270366
301698;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270366
301701;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;52;2270366
301728;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;2270420
301736;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;51;2270420
301744;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;2270420
301752;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;2;0;0;0;EACS Vac<e2>ncia ACS;;ESF Incompleta (40h M<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;51;2270420
301760;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vac<e2>ncia Enfermeiro(a) 40h, M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;51;2270552
301779;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;51;7874162
301795;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;3;0;0;0;EACS Vac<e2>ncia ACS;;ESF Incompleta (40h M<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;51;7874162
301809;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;7722494
301817;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;7722494
301825;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;5;0;0;0;ESF Vac<e2>ncia M<e9>dico 40h;;;2021_01 ;2021_01;51;2270455
301833;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;5;0;0;0;ESF Vac<e2>ncia M<e9>dico 40h;;;2021_01 ;2021_01;51;2270455
301841;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;5;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;2270455
301868;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vac<e2>ncia Enfermeiro(a) 40h, M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;51;2270455
301884;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;1;1;2;4;0;0;0;ESF Vac<e2>ncia M<e9>dico 20h;;;2021_01 ;2021_01;51;2270463
301892;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vac<e2>ncia M<e9>dico 40h;;;2021_01 ;2021_01;31;9016805
301914;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vac<e2>ncia Enfermeiro(a) 40h, M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;51;3416372
301922;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;4;0;0;0;ESF Vac<e2>ncia M<e9>dico 40h;;;2021_01 ;2021_01;51;2270463
301949;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;2270552
301957;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;51;2270552
301965;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;2;4;0;0;0;ESF Vac<e2>ncia M<e9>dico 40h;;;2021_01 ;2021_01;51;7810172
301973;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;2270552
301981;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vac<e2>ncia Enfermeiro(a) 40h, M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;51;3820599
302015;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vac<e2>ncia Enfermeiro(a) 40h, M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;51;3416356
302031;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;51;2270560
302058;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;1;1;2;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;51;2270560
302066;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;51;5546591
302074;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;51;5546591
302082;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;51;5546591
302090;0;0;0;0;0;0;0;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;0;0;0;0;0;0;0;0;ESF Vac<e2>ncia Enfermeiro(a) 40h, M<e9>dico(a) 40h e ACS;;;2021_01 ;2021_01;52;7894554
302104;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270641
302120;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;2;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;52;2270641
302260;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;2;1;1;3;0;0;0;ESF Vac<e2>ncia ACS;;;2021_01 ;2021_01;33;2273179
302287;1;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;EACS;;ESF Incompleta (40h m<e9>dico(a) mais de 60 dias);2021_01 ;2021_01;33;2273179
302309;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;0;0;1;1;4;0;0;0;ESF Vac<e2>ncia M<e9>dico 40h;;;2021_01 ;2021_01;32;2273225
302317;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;32;2273225
302325;0;0;0;0;0;0;0;70-ESF - EQUIPE DE SAUDE DA FAMILIA;1;0;1;1;4;0;0;0;ESF Completa;;;2021_01 ;2021_01;32;2273225
