cnes;unidade;equipe;chave_equipe;tipo_equipe_id;ine;desligados_60_med;desligados_60_enf;desligados_60_aux;desligados_60_acs;desligados_60_dent;desligados_60_aux_bucal;desligados_60_tec_bucal;medico ;medico_20 ;enfermeiro ;tec_aux ;acs ;cirurgiao ;aux_bucal ;tec_bucal ;tipo esf 1;tipo esf 2;tipo_esb
2269376;SMS CMS HEITOR BELTRAO - AP 22;22;162524745;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300543;0;0;0;0;0;0;0;1;2;2;1;5;0;0;0;ESF Completa;;
2269503;SMS CMS EDUARDO A VILHENA - AP 32;32;162724746;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300578;0;0;0;0;0;0;0;0;3;1;1;4;0;0;0;ESF Completa;;
2269503;SMS CMS EDUARDO A VILHENA - AP 32;32;162724747;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300586;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
2269511;SMS CMS GARFIELD DE ALMEIDA - AP 52;52;162824748;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300594;0;0;0;0;0;0;0;1;0;1;2;4;0;0;0;ESF Completa;;
7723296;SMS CF EVERTON DE SOUZA SANTOS - AP 52;52;16232324749;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;300608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
2269538;SMS CMS EDGARD MAGALHAES GOMES - AP 52;52;162924750;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300616;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2269538;SMS CMS EDGARD MAGALHAES GOMES - AP 52;52;162924751;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300624;0;0;0;0;0;0;0;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
2269538;SMS CMS EDGARD MAGALHAES GOMES - AP 52;52;162924752;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300632;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2269538;SMS CMS EDGARD MAGALHAES GOMES - AP 52;52;162924753;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300640;1;0;0;0;0;0;0;0;0;1;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2269538;SMS CMS EDGARD MAGALHAES GOMES - AP 52;52;162924754;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300659;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2269538;SMS CMS EDGARD MAGALHAES GOMES - AP 52;52;162924755;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300667;0;0;0;0;0;0;0;1;0;1;2;4;0;0;0;ESF Completa;;
2269538;SMS CMS EDGARD MAGALHAES GOMES - AP 52;52;162924756;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300675;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2269546;SMS CMS DR OSWALDO VILELLA - AP 52;52;1621024757;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300683;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2269546;SMS CMS DR OSWALDO VILELLA - AP 52;52;1621024758;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300691;1;1;0;0;0;0;0;0;0;0;2;3;0;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;
2269546;SMS CMS DR OSWALDO VILELLA - AP 52;52;1621024759;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300705;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2269554;SMS CMS BELIZARIO PENNA - AP 52;52;1621124760;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300721;0;0;0;0;0;0;0;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
2269554;SMS CMS BELIZARIO PENNA - AP 52;52;1621124761;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300748;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2269562;SMS CMS MARIO RODRIGUES CID - AP 52;52;1621224762;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300756;0;0;0;0;0;0;0;1;0;1;2;3;0;0;0;ESF Vacância ACS;;
2269562;SMS CMS MARIO RODRIGUES CID - AP 52;52;1621224763;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300764;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2269538;SMS CMS EDGARD MAGALHAES GOMES - AP 52;52;162924764;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;300799;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
2269627;SMS CMS SYLVIO FREDERICO BRAUNER - AP 33;33;1621324765;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300802;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
2269627;SMS CMS SYLVIO FREDERICO BRAUNER - AP 33;33;1621324766;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300810;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
2269627;SMS CMS SYLVIO FREDERICO BRAUNER - AP 33;33;1621324767;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300829;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2269627;SMS CMS SYLVIO FREDERICO BRAUNER - AP 33;33;1621324768;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300837;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
2269627;SMS CMS SYLVIO FREDERICO BRAUNER - AP 33;33;1621324769;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300845;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
2269627;SMS CMS SYLVIO FREDERICO BRAUNER - AP 33;33;1621324770;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300853;0;0;0;0;0;0;0;0;1;0;1;3;0;0;0;ESF Vacância Médico(a) 20h, ACS e Enfermeiro(a);;
2269627;SMS CMS SYLVIO FREDERICO BRAUNER - AP 33;33;1621324771;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300861;0;1;0;0;0;0;0;0;1;0;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Enfermeiro(a) mais de 60 dias);
2269627;SMS CMS SYLVIO FREDERICO BRAUNER - AP 33;33;1621324772;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300888;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;EACS Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;ESF Incompleta (40h Enfermeiro(a) mais de 60 dias);
2269651;SMS CMS DOM HELDER CAMARA - AP 21;21;1621424774;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300926;0;0;0;0;0;0;0;1;0;1;1;6;0;0;0;ESF Completa;;
2269651;SMS CMS DOM HELDER CAMARA - AP 21;21;1621424775;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300934;0;0;0;0;0;0;0;1;0;1;1;6;0;0;0;ESF Completa;;
2269732;SMS CMS CARMELA DUTRA - AP 33;33;1621624776;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300950;0;0;0;0;0;0;0;0;1;1;1;3;0;0;0;ESF Vacância Médico(a) 20h e ACS;;
2269732;SMS CMS CARMELA DUTRA - AP 33;33;1621624777;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300969;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2269732;SMS CMS CARMELA DUTRA - AP 33;33;1621624778;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300977;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
2269759;SMS CMS FLAVIO DO COUTO VIEIRA - AP 33;33;1621724779;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300985;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;
2269759;SMS CMS FLAVIO DO COUTO VIEIRA - AP 33;33;1621724780;70-ESF - EQUIPE DE SAUDE DA FAMILIA;300993;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;ESF Vacância Médico(a) 40h e ACS;;
2269805;SMS CMS MILTON FONTES MAGARAO - AP 32;32;1621824783;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301027;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2269805;SMS CMS MILTON FONTES MAGARAO - AP 32;32;1621824784;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301035;0;0;0;0;0;0;0;1;0;1;1;6;0;0;0;ESF Completa;;
7810172;SMS CF SANDRA REGINA SAMPAIO DE SOUZA - AP 51;51;16232524787;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301078;0;0;0;0;0;0;0;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
7810172;SMS CF SANDRA REGINA SAMPAIO DE SOUZA - AP 51;51;16232524788;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301086;1;0;0;0;0;0;0;0;0;1;1;5;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
7810172;SMS CF SANDRA REGINA SAMPAIO DE SOUZA - AP 51;51;16232524789;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301094;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
7810172;SMS CF SANDRA REGINA SAMPAIO DE SOUZA - AP 51;51;16232524790;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301108;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
7810172;SMS CF SANDRA REGINA SAMPAIO DE SOUZA - AP 51;51;16232524791;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301116;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2269902;SMS CMS JOSE BREVES DOS SANTOS - AP 31;31;1622124794;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301140;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2269902;SMS CMS JOSE BREVES DOS SANTOS - AP 31;31;1622124795;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301159;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
2269929;SMS CMS CATTAPRETA - AP 53;53;1622224796;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301167;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2269929;SMS CMS CATTAPRETA - AP 53;53;1622224798;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301183;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2269929;SMS CMS CATTAPRETA - AP 53;53;1622224799;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301191;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2708213;SMS CMS HARVEY RIBEIRO DE SOUZA FILHO - AP 40;40;16211024800;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;301205;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
2270013;SMS CMS CECILIA DONNANGELO - AP 40;40;1622724801;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301213;0;0;0;0;0;0;0;0;2;1;1;4;0;0;0;ESF Completa;;
2270013;SMS CMS CECILIA DONNANGELO - AP 40;40;1622724802;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301221;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2296306;SMS RIO HOSPITAL MUNICIPAL SALGADO FILHO;32;1629724803;22-EMAD T1 - EQUIPE MULTIDISCIPLINAR DE AT. DOMICILIAR TIPO I;301248;0;0;0;0;0;0;0;1;0;1;3;0;0;0;0;ESF Vacância ACS;;
2270072;SMS CMS DR ALBERT SABIN - AP 21;21;1623124804;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301256;0;0;0;0;0;0;0;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
2270072;SMS CMS DR ALBERT SABIN - AP 21;21;1623124805;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301264;0;0;0;0;0;0;0;0;0;1;1;3;0;0;0;ESF Vacância Médico(a) 40h e ACS;;
2270072;SMS CMS DR ALBERT SABIN - AP 21;21;1623124806;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301272;0;0;0;0;0;0;0;1;0;3;2;4;0;0;0;ESF Completa;;
2270072;SMS CMS DR ALBERT SABIN - AP 21;21;1623124807;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301280;0;0;0;0;0;0;0;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
2270072;SMS CMS DR ALBERT SABIN - AP 21;21;1623124808;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301299;0;0;0;0;0;0;0;1;0;3;1;4;0;0;0;ESF Completa;;
2270072;SMS CMS DR ALBERT SABIN - AP 21;21;1623124809;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301302;0;0;0;0;0;0;0;1;0;3;1;4;0;0;0;ESF Completa;;
2270250;SMS CMS ERNESTO ZEFERINO TIBAU JR - AP 10;10;1623324810;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301418;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2270250;SMS CMS ERNESTO ZEFERINO TIBAU JR - AP 10;10;1623324811;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301426;0;0;0;0;0;0;0;0;2;1;1;4;0;0;0;ESF Completa;;
9057706;SMS CF ESTIVADORES - AP 10;10;16235024812;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301434;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2270277;SMS CMS ALVIMAR DE CARVALHO - AP 52;52;1623524813;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301442;0;0;0;0;0;0;0;1;0;1;2;4;0;0;0;ESF Completa;;
2270277;SMS CMS ALVIMAR DE CARVALHO - AP 52;52;1623524814;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301450;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;ESF Vacância Médico 20h;;
2269554;SMS CMS BELIZARIO PENNA - AP 52;52;1621124815;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;301469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
2270285;SMS CMS WOODROW PIMENTEL PANTOJA - AP 52;52;1623624816;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301477;0;0;0;0;0;0;0;0;1;1;2;4;0;0;0;ESF Vacância Médico 20h;;
2270285;SMS CMS WOODROW PIMENTEL PANTOJA - AP 52;52;1623624817;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301485;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2270293;SMS CMS RAUL BARROSO - AP 52;52;1623724818;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;301493;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;ESF Vacância ACS, Tec/Aux 40h e Enfermeiro(a);;
2270293;SMS CMS RAUL BARROSO - AP 52;52;1623724819;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301507;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2270293;SMS CMS RAUL BARROSO - AP 52;52;1623724820;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301515;0;0;0;0;0;0;0;1;0;1;0;4;0;0;0;ESF Vacância Tec/Aux 40h;;
2270293;SMS CMS RAUL BARROSO - AP 52;52;1623724821;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301531;0;0;0;0;0;0;0;1;0;1;2;3;0;0;0;ESF Vacância ACS;;
2270307;SMS CMS MOURAO FILHO - AP 52;52;1623824822;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301558;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2270307;SMS CMS MOURAO FILHO - AP 52;52;1623824823;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301566;0;0;0;0;0;0;0;1;0;1;2;4;0;0;0;ESF Completa;;
2270315;SMS CMS MAIA BITTENCOURT - AP 52;52;1623924824;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301574;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2270315;SMS CMS MAIA BITTENCOURT - AP 52;52;1623924825;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301582;0;0;0;0;0;0;0;0;2;1;1;4;0;0;0;ESF Completa;;
2270315;SMS CMS MAIA BITTENCOURT - AP 52;52;1623924826;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301590;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2270315;SMS CMS MAIA BITTENCOURT - AP 52;52;1623924827;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301604;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
3567540;SMS CF ANA GONZAGA - AP 52;52;16212924828;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301612;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
9715444;SMS CF DRª MYRTES AMORELLI GONZAGA - AP 52;52;16238024829;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301620;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2270323;SMS CMS ADAO PEREIRA NUNES - AP 52;52;1624024830;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301639;0;0;0;0;0;0;0;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
2270323;SMS CMS ADAO PEREIRA NUNES - AP 52;52;1624024831;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301647;1;0;0;0;0;0;0;0;0;1;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
3567540;SMS CF ANA GONZAGA - AP 52;52;16212924832;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301655;0;0;0;0;0;0;0;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
2270366;SMS CMS MANOEL DE ABREU - AP 52;52;1624224833;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301671;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
2270366;SMS CMS MANOEL DE ABREU - AP 52;52;1624224834;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301698;0;0;0;0;0;0;0;1;0;1;1;3;0;0;0;ESF Vacância ACS;;
2270366;SMS CMS MANOEL DE ABREU - AP 52;52;1624224835;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301701;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;EACS Vacância ACS;ESF Incompleta (40h Médico(a) mais de 60 dias);
2270420;SMS CMS WALDYR FRANCO - AP 51;51;1624424836;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301728;0;0;0;0;0;0;0;0;0;1;1;4;0;0;0;ESF Vacância Médico 40h;;
2270420;SMS CMS WALDYR FRANCO - AP 51;51;1624424837;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301736;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2270420;SMS CMS WALDYR FRANCO - AP 51;51;1624424838;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301744;0;0;0;0;0;0;0;1;0;1;1;5;0;0;0;ESF Completa;;
2270420;SMS CMS WALDYR FRANCO - AP 51;51;1624424839;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301752;1;0;0;0;0;0;0;0;0;1;1;5;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2270552;SMS CMS SILVIO BARBOSA - AP 51;51;1624924840;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;301760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
7874162;SMS CF WILSON MELLO SANTOS ( ZICO) - AP51;51;16232924841;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301779;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
7874162;SMS CF WILSON MELLO SANTOS ( ZICO) - AP51;51;16232924843;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301795;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;
7722494;SMS CF FAIM PEDRO - AP 51;51;16232224844;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301809;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
7722494;SMS CF FAIM PEDRO - AP 51;51;16232224845;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301817;0;0;0;0;0;0;0;1;0;1;1;5;0;0;0;ESF Completa;;
2270455;SMS CMS PADRE MIGUEL - AP 51;51;1624624846;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301825;1;0;0;0;0;0;0;0;0;1;1;5;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2270455;SMS CMS PADRE MIGUEL - AP 51;51;1624624847;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301833;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2270455;SMS CMS PADRE MIGUEL - AP 51;51;1624624848;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301841;0;0;0;0;0;0;0;0;1;1;0;5;0;0;0;ESF Vacância Médico 20h e Tec/Aux 40h;;
2270455;SMS CMS PADRE MIGUEL - AP 51;51;1624624849;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;301868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
2270463;SMS CMS ATHAYDE JOSE DA FONSECA - AP 51;51;1624724851;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301884;0;0;0;0;0;0;0;1;0;1;2;4;0;0;0;ESF Completa;;
9016805;SMS CF NILDA CAMPOS DE LIMA - AP 31;31;16234424852;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301892;0;0;0;0;0;0;0;1;0;1;1;4;0;0;0;ESF Completa;;
3416372;SMS CF ROSINO BACCARINI - AP 51;51;16212224854;72-ENASFAP - EQ DO NUCLEO AMPLIADO SAUDE DA FAMILIA E AT PRIMA.;301914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ESF Vacância Enfermeiro(a) 40h, Médico(a) 40h e ACS;;
2270463;SMS CMS ATHAYDE JOSE DA FONSECA - AP 51;51;1624724855;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301922;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
2270552;SMS CMS SILVIO BARBOSA - AP 51;51;1624924857;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301949;0;0;0;0;0;0;0;1;0;1;2;4;0;0;0;ESF Completa;;
2270552;SMS CMS SILVIO BARBOSA - AP 51;51;1624924858;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301957;1;0;0;0;0;0;0;0;0;1;1;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
7810172;SMS CF SANDRA REGINA SAMPAIO DE SOUZA - AP 51;51;16232524859;70-ESF - EQUIPE DE SAUDE DA FAMILIA;301965;1;0;0;0;0;0;0;0;0;1;2;4;0;0;0;EACS;ESF Incompleta (40h médico(a) mais de 60 dias);
